Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot5,"冰淇淋",normal,9,Completed,"Easy Money - Part 1","Zone place_flyers1","2","12:20:54","12:21:43",
Bot5,"冰淇淋",normal,9,Failed,"Bad Rep Evidence","Item Secure Folder 0031","1","12:21:48","12:28:04",
Bot6,"Zmyh",normal,14,Failed,"Fortress","Fortress: Objective #2","1","12:20:54","12:34:34",
Bot8,"Solarint",normal,2,Failed,"Background Check","Item Bronze pocket watch on a chain","1","12:20:54","12:21:46",
Bot7,"Junko Space Mommy",normal,8,Completed,"BP Depot","Zone fuel2","1","12:20:54","12:21:09",
Bot9,"nooky",normal,11,Completed,"The Extortionist","Zone dead_posylni","1","12:20:54","12:24:14",
Bot9,"nooky",normal,11,Failed,"The Extortionist","Item Secure Folder 0048","1","12:24:19","12:28:12",
Bot10,"Junko Space Mommy",normal,25,Completed,"Tigr Safari","Zone place_peacemaker_002_N1","1","12:20:54","12:21:42",
Bot10,"Junko Space Mommy",normal,25,Completed,"Tigr Safari","Zone place_peacemaker_002_N2","1","12:22:12","12:22:17",
Bot10,"Junko Space Mommy",normal,25,Failed,"Tigr Safari","Zone place_peacemaker_002_N3","1","12:22:47","12:24:23",
Bot10,"Junko Space Mommy",normal,25,Completed,"Big Customer","Zone gazel","1","12:24:53","12:26:03",
Bot10,"Junko Space Mommy",normal,25,Completed,"Cargo X - Part 2","Item Secure Folder 0013","1","12:26:33","12:27:44",
Bot10,"Junko Space Mommy",normal,25,Completed,"Chemical - Part 1","Zone bomj_place","1","12:27:49","12:28:01",
Bot10,"Junko Space Mommy",normal,25,Completed,"Wanderer","Zone bomj_place","2","12:28:06","12:28:29",
Bot10,"Junko Space Mommy",normal,25,Completed,"Out of Curiosity","Zone gazel","1","12:28:35","12:29:48",
Bot10,"Junko Space Mommy",normal,25,Completed,"Chemical - Part 1","Item Secure Folder 0013","1","12:30:18","12:30:50",
Bot10,"Junko Space Mommy",normal,25,Completed,"Chemical - Part 4","Zone gazel","1","12:30:55","12:31:35",
Bot10,"Junko Space Mommy",normal,25,Active,"Power Switch","Power Switch: Objective #1","2","12:32:05","N/A",
Bot15,"职业玩家",normal,25,Failed,"Crackhouse","Crackhouse: Objective #6","1","12:23:54","12:33:53",
Bot26,"jfetko",normal,20,Failed,"Golden Swag","Zone extraction_zone_zibbo","1","12:26:55","12:28:15",
Bot26,"jfetko",normal,20,Failed,"Golden Swag","Item Golden Zibbo lighter","1","12:28:16","12:31:20",
Bot28,"SamSWAT",normal,37,Pending,"The Cult - Part 2","Zone place_peacemaker_007_N1","1","12:27:10","N/A",
Bot29,"MechanicMan396",normal,25,Completed,"Bullshit","Zone Q019_3","2","12:27:10","12:32:08",
Bot29,"MechanicMan396",normal,25,Active,"Bullshit","Item Flash drive with fake info","1","12:32:13","N/A",
Bot27,"nimanul",normal,23,Completed,"Shaking up the Teller","Zone room214","1","12:27:11","12:28:32",
Bot27,"nimanul",normal,23,Failed,"Shaking up the Teller","Item Bank case","1","12:28:37","12:31:31",
Bot52,"nektoNick",normal,13,Failed,"The Extortionist","Zone dead_posylni","1","12:33:53","12:35:16",
Bot53,"McDewgle",normal,5,Failed,"Background Check","Item Bronze pocket watch on a chain","1","12:33:53","12:34:53",
Bot54,"Katto",normal,21,Failed,"Shaking up the Teller","Item Bank case","1","12:33:53","12:41:42",
Bot51,"Arys",normal,27,Failed,"Informed Means Armed","Zone place_skier_11_2","1","12:33:53","12:36:16",
Bot55,"ChiNoel",normal,18,Failed,"The Extortionist","Zone dead_posylni","1","12:34:29","12:36:05",
Bot56,"K4_a",normal,8,Failed,"Background Check","Item Bronze pocket watch on a chain","1","12:34:29","12:37:06",
Bot58,"TR_LEOPAR",normal,10,Failed,"The Extortionist","Zone dead_posylni","1","12:34:29","12:41:10",
Bot57,"NugentGL",normal,23,Pending,"Tigr Safari","Zone place_peacemaker_002_N3","1","12:34:29","N/A",
Bot62,"Петя Водолаз (Bulld0z3r)",normal,1,Active,"Big Red","Big Red: Objective #4","1","12:34:31","N/A",
Bot64,"Стас Пукеш (Kronzky)",normal,1,Completed,"Garage","Garage: Objective #1","1","12:34:55","12:35:25",
Bot64,"Стас Пукеш (Kronzky)",normal,1,Completed,"Garage","Garage: Objective #2","1","12:35:30","12:35:41",
Bot64,"Стас Пукеш (Kronzky)",normal,1,Failed,"Garage","Garage: Objective #3","1","12:35:46","12:35:46",
Bot64,"Стас Пукеш (Kronzky)",normal,1,Failed,"Dorms 2 Story","Dorms 2 Story: Objective #9","1","12:35:51","12:39:06",
Bot67,"Савва Фуфел (nader)",normal,1,Failed,"Crackhouse","Crackhouse: Objective #2","1","12:34:59","12:36:48",
Bot65,"Лаша Ошибка (Faupi)",normal,1,Failed,"RUAF Checkpoint","RUAF Checkpoint: Objective #1","1","12:34:59","12:36:06",
Bot72,"Bobitec",normal,16,Pending,"BP Depot","Zone fuel3","1","12:35:59","N/A",
Bot73,"NastyInc",normal,19,Failed,"The Extortionist","Item Secure Folder 0048","1","12:35:59","12:36:33",
Bot73,"NastyInc",normal,19,Failed,"The Extortionist","Zone vremyan_case","1","12:36:38","12:37:19",
Bot73,"NastyInc",normal,19,Failed,"The Extortionist","Zone dead_posylni","1","12:37:24","12:43:48",
Bot76,"Найк Сейсмолог (TonioX)",normal,1,Pending,"Flash-Drive Van","Flash-Drive Van: Objective #1","1","12:38:03","N/A",
Bot76,"Найк Сейсмолог (TonioX)",normal,1,Completed,"Repair Shop","Repair Shop: Objective #8","1","12:38:38","12:39:04",
Bot76,"Найк Сейсмолог (TonioX)",normal,1,Completed,"Repair Shop","Repair Shop: Objective #9","1","12:39:10","12:39:27",
Bot76,"Найк Сейсмолог (TonioX)",normal,1,Completed,"Repair Shop","Repair Shop: Objective #7","1","12:39:32","12:39:55",
Bot76,"Найк Сейсмолог (TonioX)",normal,1,Failed,"Repair Shop","Repair Shop: Objective #2","1","12:40:01","12:40:01",
Bot76,"Найк Сейсмолог (TonioX)",normal,1,Pending,"Repair Shop","Repair Shop: Objective #6","1","12:40:06","N/A",
Bot79,"Solarint",normal,13,Completed,"Fortress","Fortress: Objective #7","1","12:38:34","12:38:41",
Bot79,"Solarint",normal,13,Completed,"Fortress","Fortress: Objective #4","1","12:38:46","12:39:03",
