Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"52sierra",normal,16,Failed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","19:29:47","19:30:33",
Bot1,"52sierra",normal,16,Failed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","19:30:38","19:33:35",
Bot2,"pplatinumssEU",normal,9,Completed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","19:29:47","19:31:53",
Bot2,"pplatinumssEU",normal,9,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","19:32:53","19:36:34",
Bot3,"aleves",normal,10,Failed,"Spawn Rush","Spawn Rush: Objective #1","1","19:29:48","19:30:48",
Bot4,"TR_LEOPAR",normal,9,Failed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","19:29:48","19:34:01",
Bot10,"ViolentAmbush",normal,7,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","19:32:44","19:33:19",
Bot10,"ViolentAmbush",normal,7,Pending,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","19:34:19","N/A",
Bot14,"Lacyway",normal,15,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","19:34:19","19:34:39",
Bot18,"iDkGK",normal,12,Pending,"Kyshperski","Kyshperski: Objective #4","1","19:34:48","N/A",
Bot19,"aburiu",normal,10,Failed,"Kyshperski","Kyshperski: Objective #4","1","19:34:48","19:37:12",
