Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot47,"Swankyorc",normal,10,Failed,"Saving the Mole","Item TerraGroup scientist's hard drive","1","13:21:05","13:23:58",
Bot50,"Skwizzy",normal,9,Active,"Spawn Rush","Spawn Rush: Objective #1","1","13:21:05","N/A",
Bot51,"Ngst",normal,12,Pending,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","13:21:05","N/A",
Bot48,"rozema",normal,10,Completed,"TerraGroup Office","TerraGroup Office: Objective #1","1","13:21:05","13:30:11",
Bot48,"rozema",normal,10,Completed,"TerraGroup Office","TerraGroup Office: Objective #2","1","13:30:16","13:30:39",
Bot48,"rozema",normal,10,Completed,"TerraGroup Office","TerraGroup Office: Objective #3","1","13:30:44","13:31:10",
Bot48,"rozema",normal,10,Completed,"TerraGroup Office","TerraGroup Office: Objective #5","1","13:31:15","13:31:41",
Bot48,"rozema",normal,10,Failed,"TerraGroup Office","TerraGroup Office: Objective #4","1","13:31:46","13:31:50",
Bot49,"LuckyCharmT",normal,4,Failed,"Luxurious Life","Zone Sandbox_3_Vino_exploration","1","13:21:05","13:25:01",
Bot52,"TonioX",normal,10,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","13:22:35","13:23:03",
Bot58,"Alex",normal,13,Completed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","13:27:07","13:27:47",
Bot58,"Alex",normal,13,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","13:28:47","13:34:20",
Bot67,"Miraki",normal,13,Failed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","13:30:09","13:30:24",
Bot67,"Miraki",normal,13,Completed,"Emercom Checkpoint","Emercom Checkpoint: Objective #1","1","13:30:29","13:30:42",
Bot67,"Miraki",normal,13,Failed,"Emercom Checkpoint","Emercom Checkpoint: Objective #2","1","13:30:47","13:31:15",
Bot67,"Miraki",normal,13,Failed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","13:31:20","13:31:24",
Bot67,"Miraki",normal,13,Pending,"Saving the Mole","Item TerraGroup scientist's hard drive","1","13:31:29","N/A",
Bot68,"ObiOne",normal,11,Failed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","13:30:09","13:31:42",
Bot68,"ObiOne",normal,11,Completed,"Emercom Checkpoint","Emercom Checkpoint: Objective #1","1","13:31:47","13:32:01",
Bot68,"ObiOne",normal,11,Completed,"Emercom Checkpoint","Emercom Checkpoint: Objective #2","2","13:32:06","13:32:30",
Bot68,"ObiOne",normal,11,Completed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","13:32:35","13:33:31",
Bot68,"ObiOne",normal,11,Failed,"Saving the Mole","Zone Sandbox_5_Laborant_exploration","1","13:33:36","13:33:55",
Bot69,"Hobbes",normal,7,Completed,"Saving the Mole","Zone Sandbox_5_DeadGroup_exploration","1","13:31:05","13:31:28",
Bot69,"Hobbes",normal,7,Failed,"Saving the Mole","Zone Sandbox_5_Laborant_exploration","1","13:31:33","13:36:08",
Bot69,"Hobbes",normal,7,Pending,"Saving the Mole","Zone Sandbox_5_Office_exploration","1","13:36:13","N/A",
Bot71,"Савелий Беленький (NastyInc)",normal,1,Pending,"Capital Insight","Capital Insight: Objective #5","3","13:31:08","N/A",
Bot75,"lukewarmpudding",normal,10,Active,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","13:31:39","N/A",
Bot76,"Kaeno",normal,9,Failed,"Luxurious Life","Zone Sandbox_3_Vino_exploration","1","13:31:40","13:40:21",
Bot78,"MissingInAction",normal,11,Completed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","13:33:10","13:33:48",
Bot78,"MissingInAction",normal,11,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","13:34:48","13:37:30",
Bot80,"Санька Живчик (Rhyufer)",normal,1,Completed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #2","1","13:33:36","13:33:43",
Bot80,"Санька Живчик (Rhyufer)",normal,1,Failed,"TerraGroup Office Upstairs","TerraGroup Office Upstairs: Objective #7","1","13:33:48","13:35:41",
Bot88,"r2go",normal,12,Failed,"TerraGroup Office Quest Room Camping","TerraGroup Office Quest Room Camping: Objective #1","1","13:38:10","13:40:04",
