Bot Name,Bot Nickname,Bot Difficulty,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot109,"Logical Solutions",normal,12,Failed,"First in Line","Zone Sandbox_1_MedicalArea_exploration","1","16:38:08","16:41:20",
Bot110,"Ninjaweb",normal,15,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","16:38:08","16:39:38",
Bot110,"Ninjaweb",normal,15,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","16:40:39","16:43:23",
Bot111,"MoxoPixel",normal,9,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","16:38:11","16:42:10",
Bot112,"R3",normal,13,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","16:38:12","16:39:33",
Bot118,"itsMickle",normal,9,Failed,"Capital Insight Sniping","Capital Insight Sniping: Objective #2","1","16:41:11","16:42:35",
Bot118,"itsMickle",normal,9,Failed,"Capital Insight Sniping","Capital Insight Sniping: Objective #1","1","16:41:16","16:42:35",
Bot119,"Junko Space Mommy",normal,7,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","16:41:16","16:44:49",
Bot125,"Sarix",normal,15,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","16:42:57","16:43:52",
Bot125,"Sarix",normal,15,Pending,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","16:44:52","N/A",
Bot126,"STUOKD",normal,10,Failed,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","16:43:05","16:45:28",
Bot131,"Valens",normal,10,Active,"Capital Insight","Capital Insight: Objective #5","1","16:44:14","N/A",
Bot132,"Katto",normal,15,Failed,"Shooting Cans","Zone Sandbox_2_AGS_exploration","1","16:44:23","16:45:32",
Bot143,"matt",normal,6,Active,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","16:47:18","N/A",
Bot144,"Hansfer",normal,14,Pending,"Shooting Cans","Zone Sandbox_2_Kord_exploration","1","16:47:23","N/A",
Bot145,"MadByte",normal,15,Pending,"Tarbank","Tarbank: Objective #2","1","16:47:26","N/A",
